Q Id,Doc Id
162,en.13.1.124.2009.5.31,0
162,en.13.1.125.2009.6.1,0
162,en.13.1.126.2009.6.2,0
162,en.13.1.129.2009.6.1,0
162,en.13.1.130.2009.6.2,0
163,en.3.338.181.2009.12.5,1
163,en.3.338.371.2009.12.5,1
163,en.15.92.43.2008.10.30,0
163,en.15.72.306.2008.6.19,0
163,en.15.61.160.2008.4.13,0
163,en.15.136.110.2009.7.20,0
163,en.3.361.281.2010.4.27,0
163,en.15.112.90.2009.3.11,0
163,en.3.348.422.2010.2.9,1
163,en.15.85.135.2008.9.22,0
163,en.2.298.92.2010.1.26,1
163,en.15.188.235.2007.6.4,0
163,en.3.354.135.2010.3.19,0
163,en.3.350.177.2010.2.21,0
163,en.15.231.260.2008.1.2,0
163,en.15.70.441.2008.6.10,1
163,en.2.298.77.2010.1.26,1
163,en.3.354.198.2010.3.19,0
163,en.15.63.363.2008.4.24,0
163,en.15.128.45.2009.6.5,0
164,en.2.270.112.2009.7.5,0
164,en.15.132.63.2009.6.26,2
164,en.15.132.332.2009.6.26,2
164,en.15.132.375.2009.6.26,2
164,en.15.132.418.2009.6.27,2
164,en.15.132.479.2009.6.26,2
164,en.15.132.5.2009.6.26,2
164,en.2.271.392.2009.7.8,2
164,en.15.132.54.2009.6.30,2
164,en.2.271.406.2009.7.7,1
164,en.15.132.317.2009.6.26,2
164,en.15.132.336.2009.6.29,2
164,en.2.270.162.2009.7.2,1
164,en.15.132.246.2009.6.26,2
164,en.2.270.133.2009.7.3,1
164,en.15.132.195.2009.6.26,2
164,en.3.348.431.2010.2.10,0
164,en.15.132.155.2009.7.1,1
164,en.2.278.114.2009.8.25,1
164,en.2.270.11.2009.7.3,1
165,en.15.248.45.2008.3.7,1
165,en.3.357.321.1970.1.1,0
165,en.3.407.111.2007.11.28,0
165,en.15.66.223.2008.5.8,0
165,en.15.241.194.2008.2.11,0
165,en.15.75.243.2008.7.14,0
165,en.3.400.217.2007.10.27,0
165,en.15.117.25.2009.2.21,0
165,en.15.228.31.2007.12.17,0
165,en.3.349.58.2010.2.11,0
165,en.2.278.194.2009.8.26,0
165,en.15.84.101.2008.9.15,0
165,en.3.333.431.2009.10.24,0
165,en.15.65.40.2008.5.3,0
165,en.15.241.337.2008.2.10,0
165,en.15.251.488.2008.3.17,0
165,en.15.239.246.2008.2.3,0
165,en.2.264.317.2009.5.28,0
165,en.15.132.63.2009.6.26,0
165,en.13.41.253.2010.3.1,0
166,en.3.343.304.2010.1.13,0
166,en.3.348.431.2010.2.10,0
166,en.3.359.96.2010.4.17,0
166,en.15.241.112.2008.2.11,0
166,en.15.128.296.2009.6.8,0
166,en.3.359.328.2010.4.17,0
166,en.3.358.236.2010.4.15,0
166,en.15.103.130.2008.12.31,0
166,en.15.86.195.2008.9.26,0
166,en.3.359.396.2010.4.19,0
166,en.15.77.24.2008.7.29,0
166,en.3.359.270.2010.4.20,0
166,en.3.359.9.2010.4.18,0
166,en.3.359.92.2010.4.19,0
166,en.3.359.309.2010.4.16,0
166,en.3.363.356.2010.5.10,0
166,en.15.103.288.2008.12.29,0
166,en.15.128.264.2009.6.4,1
166,en.3.359.105.2010.4.20,0
166,en.15.104.381.2009.1.11,0
167,en.3.383.416.2007.8.1,0
167,en.3.381.74.2007.7.25,0
167,en.3.343.245.2010.1.13,0
167,en.3.381.218.2007.7.20,0
167,en.15.74.333.2008.7.3,0
167,en.3.401.409.2007.10.28,0
167,en.15.161.320.2010.1.21,0
167,en.15.115.47.2009.2.26,0
167,en.15.239.315.2008.2.3,0
167,en.15.94.71.2008.11.8,0
167,en.15.239.270.2008.2.3,0
167,en.15.239.192.2008.2.4,0
167,en.15.96.180.2008.11.19,0
167,en.15.239.98.2008.2.4,0
167,en.15.71.50.2008.6.15,0
167,en.15.66.26.2008.5.11,0
167,en.15.96.284.2008.11.20,0
167,en.15.66.417.2008.5.13,0
167,en.3.347.297.2010.2.2,0
167,en.15.239.88.2008.2.1,0
168,en.15.125.222.2009.5.18,1
168,en.15.125.414.2009.5.18,2
168,en.15.125.281.2009.5.19,1
168,en.15.125.384.2009.5.17,2
168,en.15.125.441.2009.5.18,2
168,en.15.124.391.2009.5.14,1
168,en.15.125.162.2009.5.21,1
168,en.2.263.134.2009.5.23,1
168,en.2.263.371.2009.5.22,1
168,en.15.212.52.2007.10.7,0
168,en.15.212.390.2007.10.5,0
168,en.15.125.283.2009.5.21,0
168,en.2.264.204.2009.5.27,0
168,en.3.395.401.2007.10.2,0
168,en.2.277.145.2009.8.16,2
168,en.2.277.405.2009.8.16,1
168,en.2.270.457.2009.7.3,1
168,en.15.139.75.2009.8.11,1
168,en.2.264.483.2009.5.27,1
168,en.2.268.109.2009.6.19,1
169,en.15.95.229.2008.11.13,0
169,en.13.1.100.2009.5.31,0
169,en.13.1.103.2009.5.31,0
169,en.13.1.106.2009.6.1,0
169,en.13.1.11.2009.6.2,0
169,en.13.1.110.2009.5.31,0
169,en.13.1.113.2009.6.1,0
169,en.13.1.114.2009.5.31,0
169,en.13.1.115.2009.6.1,0
169,en.13.1.117.2009.6.1,0
169,en.13.1.119.2009.6.1,0
169,en.13.1.12.2009.5.30,0
169,en.13.1.121.2009.6.1,0
169,en.13.1.123.2009.6.1,0
169,en.13.1.124.2009.5.31,0
169,en.13.1.125.2009.6.1,0
169,en.13.1.126.2009.6.2,0
169,en.13.1.129.2009.6.1,0
169,en.13.1.130.2009.6.2,0
169,en.13.1.132.2009.5.31,0
170,en.15.136.110.2009.7.20,0
170,en.2.317.87.2010.5.27,0
170,en.3.326.195.2009.9.7,0
170,en.15.74.88.2008.7.2,0
170,en.3.349.172.2010.2.15,0
170,en.15.81.193.2008.8.25,0
170,en.3.326.144.2009.9.7,0
170,en.15.236.13.2008.1.20,0
170,en.15.247.102.2008.3.4,0
170,en.15.118.88.2009.4.9,0
170,en.3.332.78.2009.10.16,0
170,en.15.83.422.2008.9.10,0
170,en.15.63.178.2008.4.23,0
170,en.15.156.200.2009.12.13,0
170,en.2.280.360.2009.9.8,0
170,en.15.67.124.2008.5.19,0
170,en.2.280.293.2009.9.8,0
170,en.3.405.319.2007.11.17,0
170,en.3.356.229.2010.3.30,0
170,en.15.115.406.2009.2.26,0
171,en.2.260.389.2009.5.1,0
171,en.3.383.38.2007.8.2,0
171,en.15.68.243.2008.5.26,0
171,en.15.101.424.2008.12.17,0
171,en.2.271.375.2009.7.9,0
171,en.13.8.20.2009.7.13,0
171,en.13.8.381.2009.7.13,0
171,en.3.410.454.2007.12.9,0
171,en.2.291.8.2009.11.28,0
171,en.15.123.175.2009.5.6,0
171,en.15.75.229.2008.7.10,0
171,en.15.186.189.2007.5.28,0
171,en.15.186.453.2007.5.28,0
171,en.3.379.198.2007.7.11,0
171,en.15.102.113.2008.12.27,0
171,en.15.89.215.2008.10.13,0
171,en.3.376.493.2007.6.26,0
171,en.15.110.2.2009.3.24,0
171,en.15.243.14.2008.2.17,0
171,en.15.181.25.2010.5.15,0
172,en.3.408.338.2007.11.29,0
172,en.3.343.403.2010.1.12,0
172,en.15.136.110.2009.7.20,0
172,en.2.270.112.2009.7.5,0
172,en.3.343.374.2010.1.13,0
172,en.13.55.498.2010.5.20,0
172,en.15.136.30.2009.7.21,0
172,en.15.75.97.2008.7.12,0
172,en.3.361.11.2010.4.30,0
172,en.15.156.200.2009.12.13,0
172,en.15.119.167.2009.4.15,0
172,en.15.160.472.2010.1.16,0
172,en.15.89.265.2008.10.14,0
172,en.13.31.229.2010.1.2,0
172,en.13.27.207.2009.11.20,0
172,en.15.102.129.2008.12.25,0
172,en.15.88.482.2008.10.9,0
172,en.15.201.469.2007.8.9,0
172,en.15.162.379.2010.1.25,0
172,en.15.89.63.2008.10.13,0
173,en.15.108.361.2009.2.4,0
173,en.15.81.463.2008.8.24,0
173,en.15.86.476.2008.9.24,0
173,en.15.76.95.2008.7.19,0
173,en.15.81.455.2008.8.25,0
173,en.15.236.221.2008.1.23,0
173,en.15.63.155.2008.4.23,0
173,en.15.79.356.2008.8.8,0
173,en.15.80.202.2008.8.18,0
173,en.15.79.489.2008.8.14,0
173,en.15.76.371.2008.7.20,0
173,en.3.412.269.2007.12.19,0
173,en.15.78.208.2008.8.3,0
173,en.15.81.134.2008.8.24,0
173,en.15.81.339.2008.8.22,0
173,en.15.78.159.2008.8.6,1
173,en.15.81.108.2008.8.25,0
173,en.15.86.387.2008.9.28,0
173,en.15.147.218.1970.1.1,0
173,en.15.78.19.2008.8.6,0
174,en.3.343.304.2010.1.13,0
174,en.2.317.87.2010.5.27,0
174,en.15.172.327.2010.3.26,0
174,en.2.298.285.2010.1.28,1
174,en.15.136.375.2009.7.25,0
174,en.15.161.224.2010.1.21,0
174,en.15.161.466.2010.1.21,0
174,en.15.135.278.2009.7.18,0
174,en.15.101.189.2008.12.17,0
174,en.15.161.307.2010.1.20,0
174,en.15.107.445.2009.1.28,0
174,en.3.326.151.2009.9.2,0
174,en.15.87.147.2008.10.1,0
174,en.3.353.353.2010.3.15,0
174,en.2.279.343.2009.9.1,0
174,en.15.84.351.2008.9.15,0
174,en.15.151.176.2009.11.4,0
174,en.15.107.244.2009.1.29,0
174,en.3.383.416.2007.8.1,0
174,en.3.332.485.2009.10.17,0
175,en.3.354.61.2010.3.18,0
175,en.2.271.375.2009.7.9,0
175,en.15.156.69.2009.12.17,0
175,en.13.55.180.2010.5.22,0
175,en.15.160.330.2010.1.14,0
175,en.15.102.407.2008.12.28,0
175,en.3.326.151.2009.9.2,0
175,en.15.135.81.2009.7.16,0
175,en.3.329.125.2009.9.22,0
175,en.15.136.315.2009.7.24,0
175,en.15.140.454.2009.8.22,0
175,en.2.277.478.2009.8.19,0
175,en.15.244.446.2008.2.21,0
175,en.15.167.145.2010.2.25,0
175,en.15.104.451.2009.1.6,0
175,en.15.91.50.2008.10.24,0
175,en.15.162.228.1970.1.1,0
175,en.3.417.38.2008.1.11,0
175,en.3.376.223.2007.6.24,0
175,en.3.366.148.2010.5.26,0
